k_star,persistence,replication,criterion,k_hat,exact_match,signed_bias,selected_k1
4,0.99,9,Gap (lognormal),1,0,-3,1
4,0.99,9,Prediction Strength,4,1,0,0
4,0.99,10,Gap (uniform),1,0,-3,1
4,0.99,10,Gap (gaussian),1,0,-3,1
4,0.99,10,Gap (lognormal),1,0,-3,1
4,0.99,10,Prediction Strength,1,0,-3,1
4,0.99,11,Gap (uniform),1,0,-3,1
4,0.99,11,Gap (gaussian),1,0,-3,1
4,0.99,11,Gap (lognormal),1,0,-3,1
4,0.99,11,Prediction Strength,1,0,-3,1
4,0.99,12,Gap (uniform),1,0,-3,1
4,0.99,12,Gap (gaussian),3,0,-1,0
4,0.99,12,Gap (lognormal),2,0,-2,0
4,0.99,12,Prediction Strength,1,0,-3,1
4,0.99,13,Gap (uniform),1,0,-3,1
4,0.99,13,Gap (gaussian),4,1,0,0
4,0.99,13,Gap (lognormal),2,0,-2,0
4,0.99,13,Prediction Strength,1,0,-3,1
4,0.99,14,Gap (uniform),1,0,-3,1
4,0.99,14,Gap (gaussian),1,0,-3,1
4,0.99,14,Gap (lognormal),3,0,-1,0
4,0.99,14,Prediction Strength,1,0,-3,1
4,0.99,15,Gap (uniform),1,0,-3,1
4,0.99,15,Gap (gaussian),1,0,-3,1
4,0.99,15,Gap (lognormal),1,0,-3,1
4,0.99,15,Prediction Strength,1,0,-3,1
4,0.99,16,Gap (uniform),1,0,-3,1
4,0.99,16,Gap (gaussian),1,0,-3,1
4,0.99,16,Gap (lognormal),1,0,-3,1
4,0.99,16,Prediction Strength,1,0,-3,1
4,0.99,17,Gap (uniform),1,0,-3,1
4,0.99,17,Gap (gaussian),4,1,0,0
4,0.99,17,Gap (lognormal),2,0,-2,0
4,0.99,17,Prediction Strength,2,0,-2,0
4,0.99,18,Gap (uniform),1,0,-3,1
4,0.99,18,Gap (gaussian),1,0,-3,1
4,0.99,18,Gap (lognormal),1,0,-3,1
4,0.99,18,Prediction Strength,1,0,-3,1
4,0.99,19,Gap (uniform),1,0,-3,1
4,0.99,19,Gap (gaussian),1,0,-3,1
4,0.99,19,Gap (lognormal),1,0,-3,1
4,0.99,19,Prediction Strength,1,0,-3,1
4,0.99,20,Gap (uniform),1,0,-3,1
4,0.99,20,Gap (gaussian),1,0,-3,1
4,0.99,20,Gap (lognormal),1,0,-3,1
4,0.99,20,Prediction Strength,1,0,-3,1
4,0.99,21,Gap (uniform),1,0,-3,1
4,0.99,21,Gap (gaussian),1,0,-3,1
4,0.99,21,Gap (lognormal),1,0,-3,1
4,0.99,21,Prediction Strength,1,0,-3,1
4,0.99,22,Gap (uniform),1,0,-3,1
4,0.99,22,Gap (gaussian),1,0,-3,1
4,0.99,22,Gap (lognormal),1,0,-3,1
4,0.99,22,Prediction Strength,1,0,-3,1
4,0.99,23,Gap (uniform),1,0,-3,1
4,0.99,23,Gap (gaussian),3,0,-1,0
4,0.99,23,Gap (lognormal),3,0,-1,0
4,0.99,23,Prediction Strength,3,0,-1,0
4,0.99,24,Gap (uniform),1,0,-3,1
4,0.99,24,Gap (gaussian),1,0,-3,1
4,0.99,24,Gap (lognormal),1,0,-3,1
4,0.99,24,Prediction Strength,2,0,-2,0
4,0.99,25,Gap (uniform),1,0,-3,1
4,0.99,25,Gap (gaussian),3,0,-1,0
4,0.99,25,Gap (lognormal),3,0,-1,0
4,0.99,25,Prediction Strength,3,0,-1,0
4,0.99,26,Gap (uniform),1,0,-3,1
4,0.99,26,Gap (gaussian),2,0,-2,0
4,0.99,26,Gap (lognormal),2,0,-2,0
4,0.99,26,Prediction Strength,2,0,-2,0
4,0.99,27,Gap (uniform),1,0,-3,1
4,0.99,27,Gap (gaussian),1,0,-3,1
4,0.99,27,Gap (lognormal),1,0,-3,1
4,0.99,27,Prediction Strength,1,0,-3,1
4,0.99,28,Gap (uniform),1,0,-3,1
4,0.99,28,Gap (gaussian),4,1,0,0
4,0.99,28,Gap (lognormal),1,0,-3,1
4,0.99,28,Prediction Strength,1,0,-3,1
4,0.99,29,Gap (uniform),1,0,-3,1
4,0.99,29,Gap (gaussian),2,0,-2,0
4,0.99,29,Gap (lognormal),2,0,-2,0
4,0.99,29,Prediction Strength,1,0,-3,1
