True_k,Replication,Separation,N_Samples,N_Features,Method,Criterion,Candidate_Range,Estimated_k,Exact_Match,Signed_Bias,ARI_at_Estimated_k
3,26,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9950010416786296
3,26,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.98639445092093
3,26,6.0,1200,2,HMM,AIC,2-12,5,0,2,0.8455912745617933
3,26,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.98639445092093
3,26,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9950010416786296
3,26,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9950010416786296
3,27,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9974989557302599
3,27,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9974989557302599
3,27,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9974989557302599
3,27,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9974989557302599
3,27,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9974989557302599
3,27,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9974989557302599
3,27,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9974989557302599
3,27,6.0,1200,2,HMM,BIC,2-12,4,0,1,0.9690352433429725
3,27,6.0,1200,2,HMM,AIC,2-12,4,0,1,0.9690352433429725
3,27,6.0,1200,2,HMM,ICL,2-12,4,0,1,0.9690352433429725
3,27,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9974989557302599
3,27,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9974989557302599
3,28,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,0.9974989557302599
3,28,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,0.9974989557302599
3,28,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,0.9974989557302599
3,28,6.0,1200,2,GMM,BIC,2-12,3,1,0,0.9974989557302599
3,28,6.0,1200,2,GMM,AIC,2-12,3,1,0,0.9974989557302599
3,28,6.0,1200,2,GMM,ICL,2-12,3,1,0,0.9974989557302599
3,28,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,0.9974989557302599
3,28,6.0,1200,2,HMM,BIC,2-12,3,1,0,0.9974989557302599
3,28,6.0,1200,2,HMM,AIC,2-12,3,1,0,0.9974989557302599
3,28,6.0,1200,2,HMM,ICL,2-12,3,1,0,0.9974989557302599
3,28,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,0.9974989557302599
3,28,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,0.9974989557302599
3,29,6.0,1200,2,K-Means,Silhouette,2-12,3,1,0,1.0
3,29,6.0,1200,2,K-Means,Davies-Bouldin,2-12,3,1,0,1.0
3,29,6.0,1200,2,K-Means,Calinski-Harabasz,2-12,3,1,0,1.0
3,29,6.0,1200,2,GMM,BIC,2-12,3,1,0,1.0
3,29,6.0,1200,2,GMM,AIC,2-12,3,1,0,1.0
3,29,6.0,1200,2,GMM,ICL,2-12,3,1,0,1.0
3,29,6.0,1200,2,GMM,BIC_Neff,2-12,3,1,0,1.0
3,29,6.0,1200,2,HMM,BIC,2-12,3,1,0,1.0
3,29,6.0,1200,2,HMM,AIC,2-12,3,1,0,1.0
3,29,6.0,1200,2,HMM,ICL,2-12,3,1,0,1.0
3,29,6.0,1200,2,K-Means,Gap (uniform),1-6,3,1,0,1.0
3,29,6.0,1200,2,K-Means,Prediction Strength,1-6,3,1,0,1.0
4,0,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.99666875
4,0,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.99666875
4,0,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.99666875
4,0,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.991674023187855
4,0,6.0,1600,2,GMM,AIC,2-12,5,0,1,0.9118556517883639
4,0,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.991674023187855
4,0,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.991674023187855
4,0,6.0,1600,2,HMM,BIC,2-12,5,0,1,0.978018819508644
4,0,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.978018819508644
4,0,6.0,1600,2,HMM,ICL,2-12,5,0,1,0.978018819508644
4,0,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.99666875
4,0,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.99666875
4,1,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9883678200538856
4,1,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9883678200538856
4,1,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9883678200538856
4,1,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.98836794167604
4,1,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.98836794167604
4,1,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.98836794167604
4,1,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.98836794167604
4,1,6.0,1600,2,HMM,BIC,2-12,7,0,3,0.8744116752232327
4,1,6.0,1600,2,HMM,AIC,2-12,7,0,3,0.8744116752232327
4,1,6.0,1600,2,HMM,ICL,2-12,7,0,3,0.8744116752232327
4,1,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.4970344248826291
4,1,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9883678200538856
4,2,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9966645824761629
4,2,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9966645824761629
4,2,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9966645824761629
4,2,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9950010534310628
4,2,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9950010534310628
4,2,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9950010534310628
4,2,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9950010534310628
4,2,6.0,1600,2,HMM,BIC,2-12,6,0,2,0.9098848767096068
4,2,6.0,1600,2,HMM,AIC,2-12,6,0,2,0.9098848767096068
4,2,6.0,1600,2,HMM,ICL,2-12,6,0,2,0.9098848767096068
4,2,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9966645824761629
4,2,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9966645824761629
4,3,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9900188152408573
4,3,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9900188152408573
4,3,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9900188152408573
4,3,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9916699009781238
4,3,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9916699009781238
4,3,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9916699009781238
4,3,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9916699009781238
4,3,6.0,1600,2,HMM,BIC,2-12,5,0,1,0.9143569071123265
4,3,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.9143569071123265
4,3,6.0,1600,2,HMM,ICL,2-12,5,0,1,0.9143569071123265
4,3,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.4970344248826291
4,3,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9900188152408573
4,4,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9916699009781238
4,4,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9916699009781238
4,4,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9916699009781238
4,4,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9900084730599547
4,4,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9900084730599547
4,4,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9900084730599547
4,4,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9900084730599547
4,4,6.0,1600,2,HMM,BIC,2-12,6,0,2,0.9841655961264821
4,4,6.0,1600,2,HMM,AIC,2-12,6,0,2,0.9841655961264821
4,4,6.0,1600,2,HMM,ICL,2-12,6,0,2,0.9841655961264821
4,4,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9916699009781238
4,4,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9916699009781238
4,5,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9983322894943558
4,5,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9983322894943558
4,5,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9983322894943558
4,5,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9983322894943558
4,5,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9983322894943558
4,5,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9983322894943558
4,5,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9983322894943558
4,5,6.0,1600,2,HMM,BIC,2-12,4,1,0,0.9983322894943558
4,5,6.0,1600,2,HMM,AIC,2-12,4,1,0,0.9983322894943558
4,5,6.0,1600,2,HMM,ICL,2-12,4,1,0,0.9983322894943558
4,5,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9983322894943558
4,5,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9983322894943558
4,6,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9900271433486273
4,6,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9900271433486273
4,6,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9900271433486273
4,6,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.99333339520612
4,6,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.99333339520612
4,6,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.99333339520612
4,6,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.99333339520612
4,6,6.0,1600,2,HMM,BIC,2-12,6,0,2,0.9060094760997749
4,6,6.0,1600,2,HMM,AIC,2-12,6,0,2,0.9060094760997749
4,6,6.0,1600,2,HMM,ICL,2-12,6,0,2,0.9060094760997749
4,6,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9900271433486273
4,6,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9900271433486273
4,7,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9950093919662137
4,7,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9950093919662137
4,7,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9950093919662137
4,7,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9950093919662137
4,7,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9950093919662137
4,7,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9950093919662137
4,7,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9950093919662137
4,7,6.0,1600,2,HMM,BIC,2-12,5,0,1,0.9759471265523554
4,7,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.9759471265523554
4,7,6.0,1600,2,HMM,ICL,2-12,5,0,1,0.9759471265523554
4,7,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.49953051643192486
4,7,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9950093919662137
4,8,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9950093919662137
4,8,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9950093919662137
4,8,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9950093919662137
4,8,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9950093919662137
4,8,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9950093919662137
4,8,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9950093919662137
4,8,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9950093919662137
4,8,6.0,1600,2,HMM,BIC,2-12,6,0,2,0.863275979386979
4,8,6.0,1600,2,HMM,AIC,2-12,6,0,2,0.863275979386979
4,8,6.0,1600,2,HMM,ICL,2-12,6,0,2,0.863275979386979
4,8,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.49953051643192486
4,8,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9950093919662137
4,9,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9900084730599547
4,9,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9900084730599547
4,9,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9900084730599547
4,9,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9916782498621347
4,9,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9916782498621347
4,9,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9916782498621347
4,9,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9916782498621347
4,9,6.0,1600,2,HMM,BIC,2-12,5,0,1,0.9764691344321804
4,9,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.9764691344321804
4,9,6.0,1600,2,HMM,ICL,2-12,5,0,1,0.9764691344321804
4,9,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9900084730599547
4,9,6.0,1600,2,K-Means,Prediction Strength,1-6,5,0,1,0.905401160552184
4,10,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9949968894077093
4,10,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9949968894077093
4,10,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9949968894077093
4,10,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.993335475465431
4,10,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.993335475465431
4,10,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.993335475465431
4,10,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.993335475465431
4,10,6.0,1600,2,HMM,BIC,2-12,7,0,3,0.8916802505659119
4,10,6.0,1600,2,HMM,AIC,2-12,7,0,3,0.8916802505659119
4,10,6.0,1600,2,HMM,ICL,2-12,8,0,4,0.8773758012919106
4,10,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9949968894077093
4,10,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9949968894077093
4,11,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9950010638846324
4,11,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9950010638846324
4,11,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9950010638846324
4,11,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9933375557290921
4,11,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9933375557290921
4,11,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9933375557290921
4,11,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9933375557290921
4,11,6.0,1600,2,HMM,BIC,2-12,4,1,0,0.9933375557290921
4,11,6.0,1600,2,HMM,AIC,2-12,4,1,0,0.9933375557290921
4,11,6.0,1600,2,HMM,ICL,2-12,4,1,0,0.9933375557290921
4,11,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9950010638846324
4,11,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9950010638846324
4,12,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9900167593149939
4,12,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9900167593149939
4,12,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9900167593149939
4,12,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.99001264750196
4,12,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.99001264750196
4,12,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.99001264750196
4,12,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.99001264750196
4,12,6.0,1600,2,HMM,BIC,2-12,5,0,1,0.9866917400842499
4,12,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.9866917400842499
4,12,6.0,1600,2,HMM,ICL,2-12,5,0,1,0.9866917400842499
4,12,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.49828129976200985
4,12,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9900167593149939
4,13,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9966645824761629
4,13,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9966645824761629
4,13,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9966645824761629
4,13,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9966645824761629
4,13,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9966645824761629
4,13,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9966645824761629
4,13,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9966645824761629
4,13,6.0,1600,2,HMM,BIC,2-12,6,0,2,0.9147499624028562
4,13,6.0,1600,2,HMM,AIC,2-12,6,0,2,0.9147499624028562
4,13,6.0,1600,2,HMM,ICL,2-12,6,0,2,0.9147499624028562
4,13,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9966645824761629
4,13,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9966645824761629
4,14,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9916781802538743
4,14,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9916781802538743
4,14,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9916781802538743
4,14,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9916781802538743
4,14,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9916781802538743
4,14,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9916781802538743
4,14,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9916781802538743
4,14,6.0,1600,2,HMM,BIC,2-12,6,0,2,0.8199520154066574
4,14,6.0,1600,2,HMM,AIC,2-12,6,0,2,0.8199520154066574
4,14,6.0,1600,2,HMM,ICL,2-12,7,0,3,0.9667872587862311
4,14,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.49953051643192486
4,14,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9916781802538743
4,15,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9933417162694648
4,15,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9933417162694648
4,15,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9933417162694648
4,15,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9900354923286618
4,15,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9900354923286618
4,15,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9900354923286618
4,15,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9900354923286618
4,15,6.0,1600,2,HMM,BIC,2-12,5,0,1,0.9188613354501933
4,15,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.9188613354501933
4,15,6.0,1600,2,HMM,ICL,2-12,5,0,1,0.9188613354501933
4,15,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.49703600107262574
4,15,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9933417162694648
4,16,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9950010429774496
4,16,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9950010429774496
4,16,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9950010429774496
4,16,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9950010429774496
4,16,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9950010429774496
4,16,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9950010429774496
4,16,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9950010429774496
4,16,6.0,1600,2,HMM,BIC,2-12,5,0,1,0.9843444345667859
4,16,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.9843444345667859
4,16,6.0,1600,2,HMM,ICL,2-12,5,0,1,0.9843444345667859
4,16,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9950010429774496
4,16,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9950010429774496
4,17,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.993335475465431
4,17,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.993335475465431
4,17,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.993335475465431
4,17,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9949968894077093
4,17,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9949968894077093
4,17,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9949968894077093
4,17,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9949968894077093
4,17,6.0,1600,2,HMM,BIC,2-12,4,1,0,0.9949968894077093
4,17,6.0,1600,2,HMM,AIC,2-12,4,1,0,0.9949968894077093
4,17,6.0,1600,2,HMM,ICL,2-12,4,1,0,0.9949968894077093
4,17,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.49828129976200985
4,17,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.993335475465431
4,18,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9950010638846324
4,18,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9950010638846324
4,18,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9950010638846324
4,18,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9933354475923303
4,18,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9933354475923303
4,18,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9933354475923303
4,18,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9933354475923303
4,18,6.0,1600,2,HMM,BIC,2-12,6,0,2,0.9417303542512682
4,18,6.0,1600,2,HMM,AIC,2-12,6,0,2,0.9417303542512682
4,18,6.0,1600,2,HMM,ICL,2-12,6,0,2,0.9417303542512682
4,18,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.49953051643192486
4,18,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9950010638846324
4,19,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9933458768272382
4,19,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9933458768272382
4,19,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9933458768272382
4,19,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9933458768272382
4,19,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9933458768272382
4,19,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9933458768272382
4,19,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9933458768272382
4,19,6.0,1600,2,HMM,BIC,2-12,4,1,0,0.991674023187855
4,19,6.0,1600,2,HMM,AIC,2-12,4,1,0,0.991674023187855
4,19,6.0,1600,2,HMM,ICL,2-12,4,1,0,0.991674023187855
4,19,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.49703600107262574
4,19,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9933458768272382
4,20,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9916781802538743
4,20,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9916781802538743
4,20,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9916781802538743
4,20,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9916781802538743
4,20,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9916781802538743
4,20,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9916781802538743
4,20,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9916781802538743
4,20,6.0,1600,2,HMM,BIC,2-12,7,0,3,0.8836576531834412
4,20,6.0,1600,2,HMM,AIC,2-12,7,0,3,0.8836576531834412
4,20,6.0,1600,2,HMM,ICL,2-12,7,0,3,0.8836576531834412
4,20,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9916781802538743
4,20,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9916781802538743
4,21,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9983322894943558
4,21,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9983322894943558
4,21,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9983322894943558
4,21,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9983322894943558
4,21,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9983322894943558
4,21,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9983322894943558
4,21,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9983322894943558
4,21,6.0,1600,2,HMM,BIC,2-12,5,0,1,0.933633113887037
4,21,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.933633113887037
4,21,6.0,1600,2,HMM,ICL,2-12,5,0,1,0.933633113887037
4,21,6.0,1600,2,K-Means,Gap (uniform),1-6,2,0,-2,0.49828129976200985
4,21,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9983322894943558
4,22,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9949968894077093
4,22,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9949968894077093
4,22,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9949968894077093
4,22,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9949968894077093
4,22,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9949968894077093
4,22,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9949968894077093
4,22,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9949968894077093
4,22,6.0,1600,2,HMM,BIC,2-12,5,0,1,0.909648091378753
4,22,6.0,1600,2,HMM,AIC,2-12,5,0,1,0.909648091378753
4,22,6.0,1600,2,HMM,ICL,2-12,5,0,1,0.909648091378753
4,22,6.0,1600,2,K-Means,Gap (uniform),1-6,4,1,0,0.9949968894077093
4,22,6.0,1600,2,K-Means,Prediction Strength,1-6,4,1,0,0.9949968894077093
4,23,6.0,1600,2,K-Means,Silhouette,2-12,4,1,0,0.9950010638846324
4,23,6.0,1600,2,K-Means,Davies-Bouldin,2-12,4,1,0,0.9950010638846324
4,23,6.0,1600,2,K-Means,Calinski-Harabasz,2-12,4,1,0,0.9950010638846324
4,23,6.0,1600,2,GMM,BIC,2-12,4,1,0,0.9966687639323313
4,23,6.0,1600,2,GMM,AIC,2-12,4,1,0,0.9966687639323313
4,23,6.0,1600,2,GMM,ICL,2-12,4,1,0,0.9966687639323313
4,23,6.0,1600,2,GMM,BIC_Neff,2-12,4,1,0,0.9966687639323313
4,23,6.0,1600,2,HMM,BIC,2-12,7,0,3,0.8892039571563002
4,23,6.0,1600,2,HMM,AIC,2-12,7,0,3,0.8892039571563002
4,23,6.0,1600,2,HMM,ICL,2-12,7,0,3,0.8892039571563002
