k_star,persistence,replication,reference,k,gap,se,log_w,argmax_is_1
3,0.9,5,lognormal,3,-0.012389768713837235,0.10358692513332769,4.8014392480772,0
3,0.9,5,lognormal,4,-0.018983465113630693,0.0861549654497249,4.313251011201836,0
3,0.9,5,lognormal,5,-0.052789049338015204,0.09307117673017203,3.9619510627776,0
3,0.9,5,lognormal,6,-0.08388232680033392,0.1115208620827533,3.6368214598505015,0
3,0.9,6,uniform,1,1.1053922265627518,0.01848436043333047,5.5115417718243025,1
3,0.9,6,uniform,2,0.7084652977157067,0.02233200540407573,4.516208484143608,1
3,0.9,6,uniform,3,0.596575976550652,0.021672503597750335,3.814358662676922,1
3,0.9,6,uniform,4,0.5847492865951325,0.026858817448591844,3.2534055761040896,1
3,0.9,6,uniform,5,0.5298059037852618,0.02472728473181505,2.8689709122517817,1
3,0.9,6,uniform,6,0.5139138156818697,0.021074060741573458,2.4981804676820896,1
3,0.9,6,gaussian,1,0.005894226311637496,0.023787259947831742,5.5115417718243025,0
3,0.9,6,gaussian,2,-0.014935357748014688,0.031680800659454514,4.516208484143608,0
3,0.9,6,gaussian,3,0.028461730640141347,0.03751659712914542,3.814358662676922,0
3,0.9,6,gaussian,4,0.09181644878143524,0.043282780599866955,3.2534055761040896,0
3,0.9,6,gaussian,5,0.08485079952806629,0.05478024083605858,2.8689709122517817,0
3,0.9,6,gaussian,6,0.14241909869510527,0.05315885963794095,2.4981804676820896,0
3,0.9,6,lognormal,1,-0.12500077387623687,0.03824645968184249,5.5115417718243025,0
3,0.9,6,lognormal,2,-0.10517824103737627,0.05948508835308259,4.516208484143608,0
3,0.9,6,lognormal,3,-0.06605181255215342,0.07752774258664745,3.814358662676922,0
3,0.9,6,lognormal,4,-0.011082864123994174,0.08796908698031579,3.2534055761040896,0
3,0.9,6,lognormal,5,-0.01404171380014807,0.07837578241599825,2.8689709122517817,0
3,0.9,6,lognormal,6,0.04635750218945711,0.0639549784775757,2.4981804676820896,0
3,0.9,7,uniform,1,1.6940894678059104,0.02326367513751175,6.548023215310573,1
3,0.9,7,uniform,2,1.1024776644623033,0.018756984186958398,5.751992550152068,1
3,0.9,7,uniform,3,1.045856611367551,0.025337916769739,4.988272273767048,1
3,0.9,7,uniform,4,0.9516950326322773,0.019218056292259398,4.509087769065537,1
3,0.9,7,uniform,5,1.130490783706224,0.020502818484726112,3.888326073483682,1
3,0.9,7,uniform,6,1.2005322142475618,0.018213404255221312,3.443826792650743,1
3,0.9,7,gaussian,1,-0.005188406277269131,0.03578154192012367,6.548023215310573,0
3,0.9,7,gaussian,2,-0.2130121584422282,0.04577376309662745,5.751992550152068,0
3,0.9,7,gaussian,3,-0.08866996836570262,0.04874363512313892,4.988272273767048,0
3,0.9,7,gaussian,4,-0.11344807319089956,0.04190521456220219,4.509087769065537,0
3,0.9,7,gaussian,5,0.12288340518757712,0.03771806606198841,3.888326073483682,0
3,0.9,7,gaussian,6,0.2460386292248904,0.03954052824585782,3.443826792650743,0
3,0.9,7,lognormal,1,-0.356912551733787,0.05695581233769819,6.548023215310573,0
3,0.9,7,lognormal,2,-0.5054978289802916,0.10149100701060237,5.751992550152068,0
3,0.9,7,lognormal,3,-0.36813108363326474,0.09708078911890085,4.988272273767048,0
3,0.9,7,lognormal,4,-0.3838111472200678,0.07941828023228145,4.509087769065537,0
3,0.9,7,lognormal,5,-0.13583832274750618,0.12217814566225794,3.888326073483682,0
3,0.9,7,lognormal,6,-0.028960228147371314,0.10181277396157148,3.443826792650743,0
3,0.9,8,uniform,1,1.3389168276932182,0.019138801908376205,6.616259386877154,1
3,0.9,8,uniform,2,0.8102364298410372,0.013244507984573056,5.7532490320330645,1
3,0.9,8,uniform,3,0.7722432909877455,0.019577352726797184,4.985757844850356,1
3,0.9,8,uniform,4,0.7721060092118845,0.018853858751770047,4.408208417164746,1
3,0.9,8,uniform,5,0.8169069784233951,0.016129017604307096,3.9028273518542456,1
3,0.9,8,uniform,6,0.7267868671742521,0.01767057893918612,3.6273793101473375,1
3,0.9,8,gaussian,1,0.0010207208349815033,0.03253301088097934,6.616259386877154,0
3,0.9,8,gaussian,2,-0.14926323869298663,0.038330928312052426,5.7532490320330645,0
3,0.9,8,gaussian,3,-0.037600767655866285,0.03530997555553414,4.985757844850356,0
3,0.9,8,gaussian,4,0.0677271623891107,0.04460853833311113,4.408208417164746,0
3,0.9,8,gaussian,5,0.17047594949321,0.05052439319368199,3.9028273518542456,0
3,0.9,8,gaussian,6,0.11307958009763297,0.05985458791059398,3.6273793101473375,0
3,0.9,8,lognormal,1,-0.10050304099099883,0.0557691508557091,6.616259386877154,0
3,0.9,8,lognormal,2,-0.23610659147883784,0.07233044324978002,5.7532490320330645,0
3,0.9,8,lognormal,3,-0.08397854502065094,0.09919332946486228,4.985757844850356,0
3,0.9,8,lognormal,4,-0.01403347590172821,0.10320245096667414,4.408208417164746,0
3,0.9,8,lognormal,5,0.07612447138517098,0.09533911435471407,3.9028273518542456,0
3,0.9,8,lognormal,6,0.03345960339951182,0.13050660223920252,3.6273793101473375,0
3,0.9,9,uniform,1,1.0545092281382908,0.02138243941587249,6.045330643319315,1
3,0.9,9,uniform,2,0.6430813204196886,0.01506102704195529,5.064488560714692,1
3,0.9,9,uniform,3,0.6311027104341926,0.022985777491850306,4.275360136840994,1
3,0.9,9,uniform,4,0.550997057651927,0.024194648273657703,3.771827003332803,1
3,0.9,9,uniform,5,0.517373610205643,0.022051215951560284,3.3601606803585526,1
3,0.9,9,uniform,6,0.5225679346994414,0.019832954221837566,2.98519932547449,1
3,0.9,9,gaussian,1,0.002679877407905984,0.041490928776224296,6.045330643319315,0
3,0.9,9,gaussian,2,-0.05129205898408351,0.03124365691510679,5.064488560714692,0
3,0.9,9,gaussian,3,0.08745812526239227,0.04593474191821585,4.275360136840994,0
3,0.9,9,gaussian,4,0.12604214028685323,0.05833796564060781,3.771827003332803,0
3,0.9,9,gaussian,5,0.14250685817285946,0.05376659820214824,3.3601606803585526,0
3,0.9,9,gaussian,6,0.20704815776175245,0.04688654096257459,2.98519932547449,0
3,0.9,9,lognormal,1,-0.01973079226728469,0.07016442509462281,6.045330643319315,0
3,0.9,9,lognormal,2,-0.01884226400426403,0.06311316849466385,5.064488560714692,0
3,0.9,9,lognormal,3,0.11474380896546599,0.08349653012001465,4.275360136840994,0
3,0.9,9,lognormal,4,0.17086767173909667,0.12170070818840363,3.771827003332803,0
3,0.9,9,lognormal,5,0.19181032936477393,0.10799013804219883,3.3601606803585526,0
3,0.9,9,lognormal,6,0.2312381526057652,0.0836784177369454,2.98519932547449,0
3,0.95,0,uniform,1,1.082867889611789,0.024321386117974037,6.287110680578978,1
3,0.95,0,uniform,2,0.6434600609752152,0.024767798761385802,5.344487858385124,1
3,0.95,0,uniform,3,0.5156709045532031,0.01989849994134955,4.654653194341386,1
3,0.95,0,uniform,4,0.6110611915311952,0.024301404936360103,3.9829251013141387,1
3,0.95,0,uniform,5,0.5617397199552796,0.01741347524343186,3.5788379449494583,1
3,0.95,0,uniform,6,0.5626805414395153,0.02698071980240906,3.2103790476786123,1
3,0.95,0,gaussian,1,-0.005666317310536684,0.02618244141121237,6.287110680578978,0
3,0.95,0,gaussian,2,-0.06656254694717223,0.041827232752376126,5.344487858385124,0
3,0.95,0,gaussian,3,-0.019813955551408746,0.04629852787299462,4.654653194341386,0
3,0.95,0,gaussian,4,0.15128528952692077,0.03947343616922148,3.9829251013141387,0
3,0.95,0,gaussian,5,0.1613718565493465,0.04351080208338961,3.5788379449494583,0
3,0.95,0,gaussian,6,0.22023262895524542,0.052315359294170076,3.2103790476786123,0
3,0.95,0,lognormal,1,-0.011590799010660291,0.046278690106983336,6.287110680578978,0
3,0.95,0,lognormal,2,-0.03510482285765182,0.057762284520733134,5.344487858385124,0
3,0.95,0,lognormal,3,0.03225700914657459,0.12676040865906907,4.654653194341386,0
3,0.95,0,lognormal,4,0.1806087131301557,0.08123021936797528,3.9829251013141387,0
3,0.95,0,lognormal,5,0.19375134621763923,0.08984632795812947,3.5788379449494583,0
3,0.95,0,lognormal,6,0.2765490706771261,0.11864135381353152,3.2103790476786123,0
3,0.95,1,uniform,1,1.023771011028206,0.02299002307326629,6.08444095249909,1
3,0.95,1,uniform,2,0.6484432947841778,0.01938388435443075,5.080691595339694,1
3,0.95,1,uniform,3,0.6548687886882094,0.02048374396874422,4.258123703135768,1
3,0.95,1,uniform,4,0.5457688251947492,0.017233960359459958,3.7880470028496105,1
3,0.95,1,uniform,5,0.556976939123627,0.0280556943208321,3.3343753598980017,1
3,0.95,1,uniform,6,0.6138983405945013,0.020665711253550875,2.8975613330383494,1
3,0.95,1,gaussian,1,-0.00452248401254618,0.030668449533652106,6.08444095249909,0
3,0.95,1,gaussian,2,-0.004891130525407128,0.03767259759641389,5.080691595339694,0
3,0.95,1,gaussian,3,0.17239233494129458,0.040924608337494485,4.258123703135768,0
3,0.95,1,gaussian,4,0.13380613535912156,0.038009027924899436,3.7880470028496105,0
3,0.95,1,gaussian,5,0.19765909234837098,0.04204254165579025,3.3343753598980017,0
3,0.95,1,gaussian,6,0.3393316582165342,0.050130764971135264,2.8975613330383494,0
3,0.95,1,lognormal,1,0.013750048233047707,0.06075104800911663,6.08444095249909,0
3,0.95,1,lognormal,2,0.050779512573190466,0.07940750148696894,5.080691595339694,0
3,0.95,1,lognormal,3,0.2356107149552269,0.08840020588261681,4.258123703135768,0
3,0.95,1,lognormal,4,0.19275005962400105,0.09004180031452105,3.7880470028496105,0
3,0.95,1,lognormal,5,0.2459484002471859,0.07509330650511728,3.3343753598980017,0
3,0.95,1,lognormal,6,0.41902971998792493,0.12144184410344858,2.8975613330383494,0
3,0.95,2,uniform,1,1.415378910624745,0.016916541648247168,6.384586665593307,1
3,0.95,2,uniform,2,0.9154023416473489,0.01788384935659829,5.499120790636898,1
3,0.95,2,uniform,3,0.7610953648441736,0.021694344272886735,4.844058114896602,1
3,0.95,2,uniform,4,0.7610112883373947,0.025830240047741038,4.265191657292149,1
3,0.95,2,uniform,5,0.7894593541222825,0.01766342915396362,3.7884268679339135,1
3,0.95,2,uniform,6,0.7511989504886785,0.024701463921950068,3.4582161627410546,1
3,0.95,2,gaussian,1,-0.004365452073745502,0.03414169886862129,6.384586665593307,0
3,0.95,2,gaussian,2,-0.13455195069071646,0.03505734917198009,5.499120790636898,0
3,0.95,2,gaussian,3,-0.12091355352216837,0.038269214577314706,4.844058114896602,0
3,0.95,2,gaussian,4,-0.022391613125509302,0.05556808435460543,4.265191657292149,0
3,0.95,2,gaussian,5,0.04432000914374834,0.052458411115226804,3.7884268679339135,0
3,0.95,2,gaussian,6,0.06421699009335757,0.03621359468413377,3.4582161627410546,0
3,0.95,2,lognormal,1,-0.11599612541006543,0.05340129386394821,6.384586665593307,0
3,0.95,2,lognormal,2,-0.19663059272002403,0.08686576266509884,5.499120790636898,0
3,0.95,2,lognormal,3,-0.16076998135570886,0.10056001852058731,4.844058114896602,0
3,0.95,2,lognormal,4,-0.08566502172406665,0.06875429132951745,4.265191657292149,0
3,0.95,2,lognormal,5,-0.000595320766995755,0.10203723468601066,3.7884268679339135,0
3,0.95,2,lognormal,6,-0.05009252243447726,0.07605688449177811,3.4582161627410546,0
3,0.95,3,uniform,1,1.358188807131885,0.015893735207502802,5.8822249321687385,1
3,0.95,3,uniform,2,0.9897667055581252,0.020210627487096056,4.864157038938545,1
3,0.95,3,uniform,3,0.8553770477740157,0.018555072242965556,4.185218449313658,1
3,0.95,3,uniform,4,0.6855232632665902,0.02283262196272011,3.773708922536961,1
3,0.95,3,uniform,5,0.7144714909831937,0.017584897090231935,3.2994337180974607,1
3,0.95,3,uniform,6,0.7740117889036986,0.02564995082905002,2.8683140482126745,1
3,0.95,3,gaussian,1,-0.002281805530583547,0.024544948414708077,5.8822249321687385,0
3,0.95,3,gaussian,2,0.018373804288709827,0.04326526369265189,4.864157038938545,0
3,0.95,3,gaussian,3,0.019290827905468433,0.034996018936678114,4.185218449313658,0
3,0.95,3,gaussian,4,-0.05223484071398543,0.03706937192081704,3.773708922536961,0
3,0.95,3,gaussian,5,0.05971037318271888,0.058116006438176646,3.2994337180974607,0
3,0.95,3,gaussian,6,0.1383077393811658,0.03634441952627751,2.8683140482126745,0
3,0.95,3,lognormal,1,-0.16226566147601318,0.04781597336345204,5.8822249321687385,0
3,0.95,3,lognormal,2,-0.10940017362569776,0.0598380081623883,4.864157038938545,0
3,0.95,3,lognormal,3,-0.11405582096544542,0.08305520634928963,4.185218449313658,0
3,0.95,3,lognormal,4,-0.18813139365744025,0.0794867455815386,3.773708922536961,0
3,0.95,3,lognormal,5,-0.038164516711056695,0.08226634830358996,3.2994337180974607,0
3,0.95,3,lognormal,6,0.02990539151121885,0.05222976468935343,2.8683140482126745,0
3,0.95,4,uniform,1,1.4723067936056955,0.01687297615396201,7.090073250252565,1
3,0.95,4,uniform,2,1.059381805287015,0.020631357488081516,6.120279380988024,1
3,0.95,4,uniform,3,0.8489568717314055,0.023858661403771082,5.512703486084475,1
3,0.95,4,uniform,4,0.9908028575390313,0.016000830956736663,4.796561703897326,1
3,0.95,4,uniform,5,0.993618214353635,0.02066844528190259,4.3414083922501225,1
3,0.95,4,uniform,6,0.9573749771307192,0.01654364977721268,4.0095593490811385,1
3,0.95,4,gaussian,1,0.0012116263883923395,0.033252619287168696,7.090073250252565,0
3,0.95,4,gaussian,2,-0.04217804170771178,0.03868624764075029,6.120279380988024,0
3,0.95,4,gaussian,3,-0.07691985908293564,0.044254459431353914,5.512703486084475,0
3,0.95,4,gaussian,4,0.1456292233599834,0.04312998471845589,4.796561703897326,0
3,0.95,4,gaussian,5,0.20875600566330643,0.05031094008164322,4.3414083922501225,0
3,0.95,4,gaussian,6,0.22574589551305824,0.05584312924304995,4.0095593490811385,0
3,0.95,4,lognormal,1,-0.40449637340082134,0.050379550633701704,7.090073250252565,0
3,0.95,4,lognormal,2,-0.40701389042896885,0.09666353773981376,6.120279380988024,0
3,0.95,4,lognormal,3,-0.39622310299462704,0.12408266690605745,5.512703486084475,0
3,0.95,4,lognormal,4,-0.166608817445975,0.11500963703120247,4.796561703897326,0
3,0.95,4,lognormal,5,-0.12860516918125242,0.1237919773692878,4.3414083922501225,0
3,0.95,4,lognormal,6,-0.13585110459584415,0.15378155359022602,4.0095593490811385,0
3,0.95,5,uniform,1,1.6439612523141642,0.02404479220044148,6.853724957441734,1
3,0.95,5,uniform,2,1.3003345698941153,0.02039976246259937,5.824723420685104,1
3,0.95,5,uniform,3,1.4839749171789736,0.0214281784273222,4.8202125033402945,1
3,0.95,5,uniform,4,1.3521621210412462,0.018131010747240675,4.3795052564340615,1
3,0.95,5,uniform,5,1.304543061076111,0.015773667196278037,3.9818046052561593,1
3,0.95,5,uniform,6,1.2872644202281736,0.020648481149111948,3.6219074142013676,1
3,0.95,5,gaussian,1,0.00013027280701560784,0.0404294972814779,6.853724957441734,0
3,0.95,5,gaussian,2,0.007530708600087088,0.03517198318397642,5.824723420685104,0
3,0.95,5,gaussian,3,0.3787967307237752,0.042249011560193034,4.8202125033402945,0
3,0.95,5,gaussian,4,0.32528197952096427,0.04690692437093784,4.3795052564340615,0
3,0.95,5,gaussian,5,0.3518950005118766,0.06053096488333178,3.9818046052561593,0
3,0.95,5,gaussian,6,0.36728544394990026,0.05778370011597619,3.6219074142013676,0
3,0.95,5,lognormal,1,-0.7273194462951311,0.058328488374556814,6.853724957441734,0
3,0.95,5,lognormal,2,-0.6717756740403269,0.06105400771705975,5.824723420685104,0
3,0.95,5,lognormal,3,-0.2791081867833567,0.0703317000857913,4.8202125033402945,0
3,0.95,5,lognormal,4,-0.31470814425144944,0.09242433634465305,4.3795052564340615,0
3,0.95,5,lognormal,5,-0.3156890976039466,0.09593398548612563,3.9818046052561593,0
3,0.95,5,lognormal,6,-0.34033918238718375,0.08377699500201811,3.6219074142013676,0
3,0.95,6,uniform,1,1.03453106339719,0.009876928924667037,5.9520901329447655,1
3,0.95,6,uniform,2,0.7328163626156288,0.02373963162216089,4.870543900277839,1
3,0.95,6,uniform,3,0.6069827844918834,0.02184528556859706,4.180840087466958,1
3,0.95,6,uniform,4,0.5302783662678725,0.020632388703650487,3.678029645261405,1
3,0.95,6,uniform,5,0.4985420864477663,0.020694077939358076,3.2694645208415434,1
3,0.95,6,uniform,6,0.4702505720679433,0.02071962120781214,2.9241555050019086,1
3,0.95,6,gaussian,1,0.0038066075507749986,0.0279031700277377,5.9520901329447655,0
3,0.95,6,gaussian,2,0.05926742763879833,0.03092325169566003,4.870543900277839,0
3,0.95,6,gaussian,3,0.1058325645546967,0.03837824736057536,4.180840087466958,0
3,0.95,6,gaussian,4,0.10818537614955259,0.04071988228175541,3.678029645261405,0
3,0.95,6,gaussian,5,0.12655685935890038,0.060861494719611484,3.2694645208415434,0
3,0.95,6,gaussian,6,0.15311008292338135,0.04878508675355762,2.9241555050019086,0
3,0.95,6,lognormal,1,-0.00024749404837187683,0.039435932836972505,5.9520901329447655,0
3,0.95,6,lognormal,2,0.1140146553340804,0.06622974734952171,4.870543900277839,0
3,0.95,6,lognormal,3,0.13707144766373602,0.053919886982085566,4.180840087466958,0
3,0.95,6,lognormal,4,0.17995574431995598,0.08339203486885047,3.678029645261405,0
3,0.95,6,lognormal,5,0.16143442418950205,0.09165458036298268,3.2694645208415434,0
3,0.95,6,lognormal,6,0.17853489062853178,0.07138763397873779,2.9241555050019086,0
3,0.95,7,uniform,1,0.7948124370893428,0.014682484631759897,5.9933253937053275,1
3,0.95,7,uniform,2,0.47301443503979623,0.02174264203205101,4.934328846941096,1
3,0.95,7,uniform,3,0.44369767059791254,0.026810837079016374,4.1507674527728,1
3,0.95,7,uniform,4,0.40343237250254926,0.019363961690581504,3.6177172918995977,1
3,0.95,7,uniform,5,0.3888082884619495,0.021527684345208437,3.1886979103853186,1
3,0.95,7,uniform,6,0.3787192324198778,0.020473164885274113,2.8287617823474185,1
3,0.95,7,gaussian,1,-0.002710174129548548,0.02624463810220952,5.9933253937053275,0
3,0.95,7,gaussian,2,0.038225569797711856,0.049195225942456434,4.934328846941096,0
3,0.95,7,gaussian,3,0.14196855601995484,0.04017123055929542,4.1507674527728,0
3,0.95,7,gaussian,4,0.24562181797744564,0.039282222812439226,3.6177172918995977,0
3,0.95,7,gaussian,5,0.25671436803983516,0.06378935911289745,3.1886979103853186,0
3,0.95,7,gaussian,6,0.29312301632748294,0.04940857756899608,2.8287617823474185,0
3,0.95,7,lognormal,1,-0.013810843978744103,0.054152525568741706,5.9933253937053275,0
3,0.95,7,lognormal,2,0.06142239862576471,0.08157270966920696,4.934328846941096,0
3,0.95,7,lognormal,3,0.15959187581298018,0.08213967290282095,4.1507674527728,0
3,0.95,7,lognormal,4,0.25568883662567465,0.07619745637960479,3.6177172918995977,0
3,0.95,7,lognormal,5,0.2847825119291869,0.13906106682019342,3.1886979103853186,0
3,0.95,7,lognormal,6,0.33011777430465594,0.09767727944766191,2.8287617823474185,0
3,0.95,8,uniform,1,1.66195750929246,0.017454175508218338,7.342521568819334,1
3,0.95,8,uniform,2,1.1727512612568676,0.016686268586171955,6.443704948920105,1
3,0.95,8,uniform,3,1.2110997157488956,0.021911245625526096,5.595176346877154,1
3,0.95,8,uniform,4,1.122402006752643,0.01798660763051773,5.107957060119536,1
3,0.95,8,uniform,5,1.1560267323251807,0.018481704989151287,4.627604389120881,1
3,0.95,8,uniform,6,1.1034636981839254,0.023338649362418383,4.30662195410839,1
3,0.95,8,gaussian,1,-0.0016501807914677258,0.030354306079550298,7.342521568819334,0
3,0.95,8,gaussian,2,-0.13303413928750452,0.048563670902834914,6.443704948920105,0
3,0.95,8,gaussian,3,0.07516183553234246,0.036991884519799303,5.595176346877154,0
3,0.95,8,gaussian,4,0.08500962282603997,0.04143721289280808,5.107957060119536,0
3,0.95,8,gaussian,5,0.1763630073859268,0.06421512434567521,4.627604389120881,0
3,0.95,8,gaussian,6,0.1980288112517492,0.05426258873338796,4.30662195410839,0
3,0.95,8,lognormal,1,-0.48876134715966657,0.0695126078942562,7.342521568819334,0
3,0.95,8,lognormal,2,-0.5748672157237413,0.10283550916164395,6.443704948920105,0
3,0.95,8,lognormal,3,-0.3408710140651179,0.10025503231021823,5.595176346877154,0
3,0.95,8,lognormal,4,-0.31478763485423844,0.1263091683572923,5.107957060119536,0
3,0.95,8,lognormal,5,-0.2271223396097639,0.11220629143473919,4.627604389120881,0
3,0.95,8,lognormal,6,-0.2223555077641901,0.165730266961122,4.30662195410839,0
3,0.95,9,uniform,1,1.9319443234218285,0.017815412162193994,6.367558003330303,1
3,0.95,9,uniform,2,1.2382372735873242,0.01756484164340183,5.674891395351384,1
3,0.95,9,uniform,3,1.2354200102483448,0.019478544988189447,4.853938886315045,1
3,0.95,9,uniform,4,1.4438921776414624,0.022389613527175084,4.083292324024605,1
3,0.95,9,uniform,5,1.4530930934835626,0.020058511127540955,3.615940789734498,1
3,0.95,9,uniform,6,1.389735577831321,0.018374190129784754,3.312410727171049,1
3,0.95,9,gaussian,1,-0.0058084038599117704,0.0356496085336923,6.367558003330303,0
3,0.95,9,gaussian,2,-0.3119871152676499,0.04487943724999268,5.674891395351384,0
3,0.95,9,gaussian,3,-0.17926597607073802,0.05162870541696183,4.853938886315045,0
3,0.95,9,gaussian,4,0.15195763003722895,0.045034959643332824,4.083292324024605,0
3,0.95,9,gaussian,5,0.20748353249683804,0.03866790088677993,3.615940789734498,0
3,0.95,9,gaussian,6,0.20403150541767534,0.06505175804919662,3.312410727171049,0
3,0.95,9,lognormal,1,-0.26621249806968006,0.04889884420430063,6.367558003330303,0
3,0.95,9,lognormal,2,-0.5459932197818196,0.10085639299600749,5.674891395351384,0
3,0.95,9,lognormal,3,-0.3885200553503463,0.08562756787262224,4.853938886315045,0
3,0.95,9,lognormal,4,-0.07112670042169533,0.0666112081534557,4.083292324024605,0
3,0.95,9,lognormal,5,0.006177164242681776,0.0970691259068573,3.615940789734498,0
3,0.95,9,lognormal,6,-0.0073570623094374454,0.13434357939684213,3.312410727171049,0
3,0.99,0,uniform,1,1.3335060244539632,0.019637151559971908,5.85563373047195,1
3,0.99,0,uniform,2,1.0560681724050482,0.023300063604283574,4.74063424015184,1
3,0.99,0,uniform,3,0.9157710620179955,0.018350930616999397,4.067634179518583,1
3,0.99,0,uniform,4,0.8728441556724387,0.020661987725908975,3.5385712307803074,1
3,0.99,0,uniform,5,0.7428438905432264,0.021857213475290464,3.2129952612131962,1
3,0.99,0,uniform,6,0.7537834632162013,0.015182128929425866,2.8383186544109424,1
3,0.99,0,gaussian,1,-0.010774284282129898,0.038777747443610754,5.85563373047195,0
3,0.99,0,gaussian,2,0.11547710768809072,0.03305040341999818,4.74063424015184,0
3,0.99,0,gaussian,3,0.1285682184401118,0.03790647607621655,4.067634179518583,0
3,0.99,0,gaussian,4,0.16688411439257633,0.05280038939009313,3.5385712307803074,0
3,0.99,0,gaussian,5,0.1033789454389793,0.04468046462987857,3.2129952612131962,0
3,0.99,0,gaussian,6,0.15973735599900607,0.05559311024761848,2.8383186544109424,0
3,0.99,0,lognormal,1,-0.03062112023662511,0.06632857958146893,5.85563373047195,0
3,0.99,0,lognormal,2,0.13850455908023562,0.07320063351641481,4.74063424015184,0
3,0.99,0,lognormal,3,0.17916881128910855,0.09083783241875464,4.067634179518583,0
3,0.99,0,lognormal,4,0.18029873260588625,0.12361402161900527,3.5385712307803074,0
3,0.99,0,lognormal,5,0.12324007664340275,0.09467346901309141,3.2129952612131962,0
3,0.99,0,lognormal,6,0.20970571078280908,0.07745471336614233,2.8383186544109424,0
3,0.99,1,uniform,1,1.0856332339751678,0.01620072796356875,6.838613621830316,1
3,0.99,1,uniform,2,0.7023252189894187,0.021867063285647744,5.823711082318315,1
3,0.99,1,uniform,3,0.5699012383412487,0.02471961862545612,5.1418333953766275,1
3,0.99,1,uniform,4,0.580705731087864,0.018398725812723164,4.563664442828326,1
3,0.99,1,uniform,5,0.5463232688946977,0.01752136234436575,4.146829588248478,1
3,0.99,1,uniform,6,0.5624371069237242,0.02085534774930473,3.7601768399851645,1
3,0.99,1,gaussian,1,-0.015803119873508464,0.0305124039693208,6.838613621830316,0
3,0.99,1,gaussian,2,0.006222953060584402,0.04693517526325381,5.823711082318315,0
3,0.99,1,gaussian,3,0.042887014487824615,0.05116527843666695,5.1418333953766275,0
3,0.99,1,gaussian,4,0.11836981623784304,0.04473876310484802,4.563664442828326,0
3,0.99,1,gaussian,5,0.15500193411417484,0.05324910900040356,4.146829588248478,0
3,0.99,1,gaussian,6,0.22091019635403697,0.0452570181707978,3.7601768399851645,0
3,0.99,1,lognormal,1,0.0003958624110955711,0.04770742485409116,6.838613621830316,0
3,0.99,1,lognormal,2,0.1095059430429588,0.09335755729485042,5.823711082318315,0
3,0.99,1,lognormal,3,0.15671686509813654,0.0895510559668243,5.1418333953766275,0
3,0.99,1,lognormal,4,0.2085689659554566,0.09607609902858757,4.563664442828326,0
3,0.99,1,lognormal,5,0.24688416793936518,0.10696435716911215,4.146829588248478,0
3,0.99,1,lognormal,6,0.2897117730522112,0.10610307079444417,3.7601768399851645,0
3,0.99,2,uniform,1,1.04412833138697,0.0229885351820526,6.487546339338561,1
3,0.99,2,uniform,2,0.6943134745353152,0.02571844151690906,5.447424881227189,1
3,0.99,2,uniform,3,0.6372258382606306,0.02215760028012526,4.685412024034876,1
3,0.99,2,uniform,4,0.5772756721413206,0.024216041205307338,4.181297843317741,1
3,0.99,2,uniform,5,0.5602165958684346,0.01907486180040657,3.7420555893647562,1
3,0.99,2,uniform,6,0.5382025167733273,0.022608967449348732,3.3992805399244936,1
3,0.99,2,gaussian,1,0.0027467608953948286,0.027957057863072073,6.487546339338561,0
3,0.99,2,gaussian,2,0.03157642438608388,0.04391847189677908,5.447424881227189,0
3,0.99,2,gaussian,3,0.15725467240502766,0.0404692922378632,4.685412024034876,0
3,0.99,2,gaussian,4,0.1601657456911587,0.0437996796642195,4.181297843317741,0
3,0.99,2,gaussian,5,0.19739592361593283,0.06328356271078901,3.7420555893647562,0
3,0.99,2,gaussian,6,0.2503830894845711,0.056022360461353275,3.3992805399244936,0
3,0.99,2,lognormal,1,-0.08152288303083921,0.04930985153428903,6.487546339338561,0
3,0.99,2,lognormal,2,0.01140057949441875,0.08019584627812196,5.447424881227189,0
3,0.99,2,lognormal,3,0.11387574998465855,0.08168526456892529,4.685412024034876,0
3,0.99,2,lognormal,4,0.11095208275689572,0.10108210592867244,4.181297843317741,0
3,0.99,2,lognormal,5,0.17759650223370782,0.15957473485010218,3.7420555893647562,0
3,0.99,2,lognormal,6,0.2237450949319042,0.11113811846638212,3.3992805399244936,0
3,0.99,3,uniform,1,1.2233199858790682,0.014979021571859015,6.192643093874145,1
3,0.99,3,uniform,2,0.8675031270107265,0.02080864258458185,5.166973505173062,1
3,0.99,3,uniform,3,0.7494760251227106,0.01776160684382242,4.464358221205586,1
3,0.99,3,uniform,4,0.6777831215944885,0.0211265094406243,3.960213512878996,1
3,0.99,3,uniform,5,0.650110827752914,0.014978097271330945,3.5547358521576093,1
3,0.99,3,uniform,6,0.6501967620214821,0.019099836326179655,3.1739919908893923,1
3,0.99,3,gaussian,1,-0.010168890123663843,0.03604880343302178,6.192643093874145,0
3,0.99,3,gaussian,2,0.015816307904970905,0.0382975950015351,5.166973505173062,0
3,0.99,3,gaussian,3,0.08721488231029006,0.050265083953165354,4.464358221205586,0
3,0.99,3,gaussian,4,0.0805651620383947,0.046972457062843385,3.960213512878996,0
3,0.99,3,gaussian,5,0.11887797054724336,0.047274639818214385,3.5547358521576093,0
3,0.99,3,gaussian,6,0.16075347423537067,0.05747566374037145,3.1739919908893923,0
