Condition,Persistent,Skewed,Smoothed,Replication,True_k,Method,Criterion,Estimated_k,Exact_Match,Signed_Bias,ARI_at_Estimated_k,ARI_at_True_k
-KS,0,1,1,26,3,HMM,ICL,7,0,4,0.0016792249284314509,0.0035437726157687005
-KS,0,1,1,26,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0043610835182685825
-KS,0,1,1,26,3,K-Means,Prediction Strength,1,0,-2,0.0,0.0043610835182685825
-KS,0,1,1,27,3,K-Means,Silhouette,2,0,-1,0.0007860032166266886,0.0014340459727771886
-KS,0,1,1,27,3,K-Means,Davies-Bouldin,11,0,8,-3.840067851024282e-05,0.0014340459727771886
-KS,0,1,1,27,3,K-Means,Calinski-Harabasz,12,0,9,0.0001062644441097926,0.0014340459727771886
-KS,0,1,1,27,3,GMM,BIC,2,0,-1,0.0013683933923266472,0.0024562959166789388
-KS,0,1,1,27,3,GMM,AIC,12,0,9,-0.0002057959291203543,0.0024562959166789388
-KS,0,1,1,27,3,GMM,ICL,2,0,-1,0.0013683933923266472,0.0024562959166789388
-KS,0,1,1,27,3,GMM,BIC_Neff,2,0,-1,0.0013683933923266472,0.0024562959166789388
-KS,0,1,1,27,3,HMM,BIC,10,0,7,0.00011228093715970562,0.0006692208078154422
-KS,0,1,1,27,3,HMM,AIC,11,0,8,0.0012953898733707332,0.0006692208078154422
-KS,0,1,1,27,3,HMM,ICL,5,0,2,-0.00023769891240979043,0.0006692208078154422
-KS,0,1,1,27,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0014340459727771886
-KS,0,1,1,27,3,K-Means,Prediction Strength,3,1,0,0.0014340459727771886,0.0014340459727771886
-KS,0,1,1,28,3,K-Means,Silhouette,2,0,-1,0.0047163746137694395,0.0034942339809910243
-KS,0,1,1,28,3,K-Means,Davies-Bouldin,12,0,9,0.0017176042385084601,0.0034942339809910243
-KS,0,1,1,28,3,K-Means,Calinski-Harabasz,12,0,9,0.0017176042385084601,0.0034942339809910243
-KS,0,1,1,28,3,GMM,BIC,2,0,-1,0.004197987562315163,0.0029858187069656543
-KS,0,1,1,28,3,GMM,AIC,6,0,3,0.0020784361591727448,0.0029858187069656543
-KS,0,1,1,28,3,GMM,ICL,2,0,-1,0.004197987562315163,0.0029858187069656543
-KS,0,1,1,28,3,GMM,BIC_Neff,2,0,-1,0.004197987562315163,0.0029858187069656543
-KS,0,1,1,28,3,HMM,BIC,9,0,6,0.0011325892676455696,0.003570724367983727
-KS,0,1,1,28,3,HMM,AIC,12,0,9,0.0010042174930151658,0.003570724367983727
-KS,0,1,1,28,3,HMM,ICL,6,0,3,0.0013411202954107752,0.003570724367983727
-KS,0,1,1,28,3,K-Means,Gap (uniform),1,0,-2,0.0,0.0034942339809910243
-KS,0,1,1,28,3,K-Means,Prediction Strength,3,1,0,0.0034942339809910243,0.0034942339809910243
-KS,0,1,1,29,3,K-Means,Silhouette,2,0,-1,0.005658890168389485,0.007766150497958891
-KS,0,1,1,29,3,K-Means,Davies-Bouldin,5,0,2,0.005422541244736371,0.007766150497958891
-KS,0,1,1,29,3,K-Means,Calinski-Harabasz,12,0,9,0.0018889835358565476,0.007766150497958891
-KS,0,1,1,29,3,GMM,BIC,3,1,0,0.007228547252677023,0.007228547252677023
-KS,0,1,1,29,3,GMM,AIC,4,0,1,0.005403580313072317,0.007228547252677023
-KS,0,1,1,29,3,GMM,ICL,3,1,0,0.007228547252677023,0.007228547252677023
-KS,0,1,1,29,3,GMM,BIC_Neff,3,1,0,0.007228547252677023,0.007228547252677023
-KS,0,1,1,29,3,HMM,BIC,7,0,4,0.003451398250201923,0.005512776668285782
-KS,0,1,1,29,3,HMM,AIC,12,0,9,0.0029931434866315994,0.005512776668285782
-KS,0,1,1,29,3,HMM,ICL,7,0,4,0.003451398250201923,0.005512776668285782
-KS,0,1,1,29,3,K-Means,Gap (uniform),1,0,-2,0.0,0.007766150497958891
-KS,0,1,1,29,3,K-Means,Prediction Strength,1,0,-2,0.0,0.007766150497958891
P--,1,0,0,0,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,0,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,0,3,K-Means,Calinski-Harabasz,12,0,9,0.34043343082866817,1.0
P--,1,0,0,0,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,0,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,0,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,0,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,0,3,HMM,BIC,4,0,1,0.986496561198881,0.6343427030028257
P--,1,0,0,0,3,HMM,AIC,4,0,1,0.986496561198881,0.6343427030028257
P--,1,0,0,0,3,HMM,ICL,4,0,1,0.986496561198881,0.6343427030028257
P--,1,0,0,0,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,0,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,1,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,1,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,1,3,K-Means,Calinski-Harabasz,12,0,9,0.3440191801253045,1.0
P--,1,0,0,1,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,1,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,1,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,1,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,1,3,HMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,1,3,HMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,1,3,HMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,1,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,1,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,2,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,2,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,2,3,K-Means,Calinski-Harabasz,12,0,9,0.34544094403604325,1.0
P--,1,0,0,2,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,2,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,2,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,2,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,2,3,HMM,BIC,6,0,3,0.9674231849564905,0.5823221425522571
P--,1,0,0,2,3,HMM,AIC,6,0,3,0.9674231849564905,0.5823221425522571
P--,1,0,0,2,3,HMM,ICL,6,0,3,0.9674231849564905,0.5823221425522571
P--,1,0,0,2,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,2,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,3,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,3,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,3,3,K-Means,Calinski-Harabasz,12,0,9,0.35706816599562086,1.0
P--,1,0,0,3,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,3,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,3,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,3,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,3,3,HMM,BIC,4,0,1,0.8578072070571747,0.5078609169510344
P--,1,0,0,3,3,HMM,AIC,4,0,1,0.8578072070571747,0.5078609169510344
P--,1,0,0,3,3,HMM,ICL,8,0,5,0.8247796280705786,0.5078609169510344
P--,1,0,0,3,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,3,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,4,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,4,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,4,3,K-Means,Calinski-Harabasz,12,0,9,0.34960865909569927,1.0
P--,1,0,0,4,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,4,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,4,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,4,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,4,3,HMM,BIC,4,0,1,0.8508029554060142,0.37920836725203166
P--,1,0,0,4,3,HMM,AIC,4,0,1,0.8508029554060142,0.37920836725203166
P--,1,0,0,4,3,HMM,ICL,4,0,1,0.8508029554060142,0.37920836725203166
P--,1,0,0,4,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,4,3,K-Means,Prediction Strength,5,0,2,0.6571432586350575,1.0
P--,1,0,0,5,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,5,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,5,3,K-Means,Calinski-Harabasz,12,0,9,0.349072517869061,1.0
P--,1,0,0,5,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,5,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,5,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,5,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,5,3,HMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,5,3,HMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,5,3,HMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,5,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,5,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,6,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,6,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,6,3,K-Means,Calinski-Harabasz,12,0,9,0.35348729736050255,1.0
P--,1,0,0,6,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,6,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,6,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,6,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,6,3,HMM,BIC,4,0,1,0.8537119707658075,0.584948783811971
P--,1,0,0,6,3,HMM,AIC,4,0,1,0.8537119707658075,0.584948783811971
P--,1,0,0,6,3,HMM,ICL,4,0,1,0.8537119707658075,0.584948783811971
P--,1,0,0,6,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,6,3,K-Means,Prediction Strength,6,0,3,0.57156789592248,1.0
P--,1,0,0,7,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,7,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,7,3,K-Means,Calinski-Harabasz,12,0,9,0.35494088966363424,1.0
P--,1,0,0,7,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,7,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,7,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,7,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,7,3,HMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,7,3,HMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,7,3,HMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,7,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,7,3,K-Means,Prediction Strength,4,0,1,0.8430548733171115,1.0
P--,1,0,0,8,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,8,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,8,3,K-Means,Calinski-Harabasz,12,0,9,0.3378031963058122,1.0
P--,1,0,0,8,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,8,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,8,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,8,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,8,3,HMM,BIC,4,0,1,0.8497721749529863,0.45111633622134434
P--,1,0,0,8,3,HMM,AIC,4,0,1,0.8497721749529863,0.45111633622134434
P--,1,0,0,8,3,HMM,ICL,4,0,1,0.8497721749529863,0.45111633622134434
P--,1,0,0,8,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,8,3,K-Means,Prediction Strength,4,0,1,0.8498803245529217,1.0
P--,1,0,0,9,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,9,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,9,3,K-Means,Calinski-Harabasz,12,0,9,0.3432478336057048,1.0
P--,1,0,0,9,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,9,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,9,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,9,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,9,3,HMM,BIC,4,0,1,0.990515676185546,0.522269652850324
P--,1,0,0,9,3,HMM,AIC,4,0,1,0.990515676185546,0.522269652850324
P--,1,0,0,9,3,HMM,ICL,4,0,1,0.990515676185546,0.522269652850324
P--,1,0,0,9,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,9,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,10,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,10,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,10,3,K-Means,Calinski-Harabasz,12,0,9,0.34572765394672994,1.0
P--,1,0,0,10,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,10,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,10,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,10,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,10,3,HMM,BIC,4,0,1,0.9781849672186624,0.5105571432019295
P--,1,0,0,10,3,HMM,AIC,4,0,1,0.9781849672186624,0.5105571432019295
P--,1,0,0,10,3,HMM,ICL,4,0,1,0.9781849672186624,0.5105571432019295
P--,1,0,0,10,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,10,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,11,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,11,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,11,3,K-Means,Calinski-Harabasz,12,0,9,0.34797645264824467,1.0
P--,1,0,0,11,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,11,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,11,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,11,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,11,3,HMM,BIC,6,0,3,0.9058609831963532,0.5020754367189019
P--,1,0,0,11,3,HMM,AIC,6,0,3,0.9058609831963532,0.5020754367189019
P--,1,0,0,11,3,HMM,ICL,6,0,3,0.9058609831963532,0.5020754367189019
P--,1,0,0,11,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,11,3,K-Means,Prediction Strength,5,0,2,0.6797607007121574,1.0
P--,1,0,0,12,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,12,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,12,3,K-Means,Calinski-Harabasz,12,0,9,0.3389573625758014,1.0
P--,1,0,0,12,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,12,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,12,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,12,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,12,3,HMM,BIC,4,0,1,0.94182974723757,0.45074528679334297
P--,1,0,0,12,3,HMM,AIC,4,0,1,0.94182974723757,0.45074528679334297
P--,1,0,0,12,3,HMM,ICL,5,0,2,0.7363106891935857,0.45074528679334297
P--,1,0,0,12,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,12,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,13,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,13,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,13,3,K-Means,Calinski-Harabasz,12,0,9,0.3414641203509577,1.0
P--,1,0,0,13,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,13,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,13,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,13,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,13,3,HMM,BIC,4,0,1,0.9898463434291201,0.6057274431171579
P--,1,0,0,13,3,HMM,AIC,4,0,1,0.9898463434291201,0.6057274431171579
P--,1,0,0,13,3,HMM,ICL,4,0,1,0.9898463434291201,0.6057274431171579
P--,1,0,0,13,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,13,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,14,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,14,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,14,3,K-Means,Calinski-Harabasz,12,0,9,0.3389155449510036,1.0
P--,1,0,0,14,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,14,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,14,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,14,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,14,3,HMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,14,3,HMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,14,3,HMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,14,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,14,3,K-Means,Prediction Strength,6,0,3,0.5687209173305541,1.0
P--,1,0,0,15,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,15,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,15,3,K-Means,Calinski-Harabasz,12,0,9,0.35282513172259466,1.0
P--,1,0,0,15,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,15,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,15,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,15,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,15,3,HMM,BIC,4,0,1,0.8361345460366988,0.5552054047283363
P--,1,0,0,15,3,HMM,AIC,4,0,1,0.8361345460366988,0.5552054047283363
P--,1,0,0,15,3,HMM,ICL,5,0,2,0.8706859161304835,0.5552054047283363
P--,1,0,0,15,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,15,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,16,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,16,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,16,3,K-Means,Calinski-Harabasz,12,0,9,0.34731554604194353,1.0
P--,1,0,0,16,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,16,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,16,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,16,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,16,3,HMM,BIC,4,0,1,0.9279506190819047,0.6859188685473538
P--,1,0,0,16,3,HMM,AIC,4,0,1,0.9279506190819047,0.6859188685473538
P--,1,0,0,16,3,HMM,ICL,5,0,2,0.9712153943360667,0.6859188685473538
P--,1,0,0,16,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,16,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,17,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,17,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,17,3,K-Means,Calinski-Harabasz,12,0,9,0.33475914278713503,1.0
P--,1,0,0,17,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,17,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,17,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,17,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,17,3,HMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,17,3,HMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,17,3,HMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,17,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,17,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,18,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,18,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,18,3,K-Means,Calinski-Harabasz,12,0,9,0.3325290872832141,1.0
P--,1,0,0,18,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,18,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,18,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,18,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,18,3,HMM,BIC,4,0,1,0.9869022389185023,0.00035430773354112166
P--,1,0,0,18,3,HMM,AIC,4,0,1,0.9869022389185023,0.00035430773354112166
P--,1,0,0,18,3,HMM,ICL,4,0,1,0.9869022389185023,0.00035430773354112166
P--,1,0,0,18,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,18,3,K-Means,Prediction Strength,6,0,3,0.5690242802109379,1.0
P--,1,0,0,19,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,19,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,19,3,K-Means,Calinski-Harabasz,12,0,9,0.3298706536229785,1.0
P--,1,0,0,19,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,19,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,19,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,19,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,19,3,HMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,19,3,HMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,19,3,HMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,19,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,19,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,20,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,20,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,20,3,K-Means,Calinski-Harabasz,12,0,9,0.35295844496655354,1.0
P--,1,0,0,20,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,20,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,20,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,20,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,20,3,HMM,BIC,5,0,2,0.9718610701512759,0.5374406180859818
P--,1,0,0,20,3,HMM,AIC,5,0,2,0.9718610701512759,0.5374406180859818
P--,1,0,0,20,3,HMM,ICL,5,0,2,0.9718610701512759,0.5374406180859818
P--,1,0,0,20,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,20,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,21,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,21,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,21,3,K-Means,Calinski-Harabasz,12,0,9,0.34427539227559495,1.0
P--,1,0,0,21,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,21,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,21,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,21,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,21,3,HMM,BIC,4,0,1,0.847794213476626,0.5943639001507464
P--,1,0,0,21,3,HMM,AIC,4,0,1,0.847794213476626,0.5943639001507464
P--,1,0,0,21,3,HMM,ICL,4,0,1,0.847794213476626,0.5943639001507464
P--,1,0,0,21,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,21,3,K-Means,Prediction Strength,4,0,1,0.8482370648203755,1.0
P--,1,0,0,22,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,22,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,22,3,K-Means,Calinski-Harabasz,12,0,9,0.3490602492274822,1.0
P--,1,0,0,22,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,22,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,22,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,22,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,22,3,HMM,BIC,4,0,1,0.8817202108600777,0.5497012837776521
P--,1,0,0,22,3,HMM,AIC,4,0,1,0.8817202108600777,0.5497012837776521
P--,1,0,0,22,3,HMM,ICL,5,0,2,0.7133785137918937,0.5497012837776521
P--,1,0,0,22,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,22,3,K-Means,Prediction Strength,3,1,0,1.0,1.0
P--,1,0,0,23,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,23,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,23,3,K-Means,Calinski-Harabasz,12,0,9,0.34529762988300383,1.0
P--,1,0,0,23,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,23,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,23,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,23,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,23,3,HMM,BIC,4,0,1,0.8994035564754727,0.43150075223257034
P--,1,0,0,23,3,HMM,AIC,4,0,1,0.8994035564754727,0.43150075223257034
P--,1,0,0,23,3,HMM,ICL,6,0,3,0.9692047895812115,0.43150075223257034
P--,1,0,0,23,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
P--,1,0,0,23,3,K-Means,Prediction Strength,4,0,1,0.8413194664758225,1.0
P--,1,0,0,24,3,K-Means,Silhouette,3,1,0,1.0,1.0
P--,1,0,0,24,3,K-Means,Davies-Bouldin,3,1,0,1.0,1.0
P--,1,0,0,24,3,K-Means,Calinski-Harabasz,12,0,9,0.3578460207452115,1.0
P--,1,0,0,24,3,GMM,BIC,3,1,0,1.0,1.0
P--,1,0,0,24,3,GMM,AIC,3,1,0,1.0,1.0
P--,1,0,0,24,3,GMM,ICL,3,1,0,1.0,1.0
P--,1,0,0,24,3,GMM,BIC_Neff,3,1,0,1.0,1.0
P--,1,0,0,24,3,HMM,BIC,6,0,3,0.8570848501927972,0.5977370324155612
P--,1,0,0,24,3,HMM,AIC,6,0,3,0.8570848501927972,0.5977370324155612
P--,1,0,0,24,3,HMM,ICL,9,0,6,0.8290630021424232,0.5977370324155612
P--,1,0,0,24,3,K-Means,Gap (uniform),3,1,0,1.0,1.0
